tweet_text,sentiment
pessoal cariacicar número society escola particular espaço festa proximo Santa ceciliaestádio cleber andrade favor falar pra fazermos festir criança abrigo pq casa minimo pra gente ir direito,0
so querer doce,0
perdi anel caveira ontem,0
sdd hyuck demaisss,0
linda saudade amor,0
bsbdndjsj lo hombr son weone todo sjdjdjd,0
disneyr,0
ainda sair episódio ahsapocalypse,0
coro cabeludo tá todo machucado,0
cancelar pai mãe irmão querer votar em ele,0
ta bom filha to segurar emoção máximo comprar 2 ° dia primeiro lote em é,0
vir logo to saudade brincadeira imbecís kkkkkkkkk pq dar certo ir sábar aniversário prima,0
tumblr amor uso pra pegar icon super top ter cel,0
pouco vc avós pra ensinar único pessoa q falar q conhecer professora amigo retardar ent vejo japonês Internet n consigo conversar ngm,0
querer achar headband macrame bonito,0
amor sumir to ficar preocupado,0
dormi esperar ligação ir lá acordo pq Vei to triste,0
jimin tão fofo adoro achar algum videozinho antigo q n ver fico meia hora so rir p jeitinho tão precioso q sempre amar demais,0
to tao feliz,0
continuar comer de este maneira fato banho ir servir pá levar férias,0
sentir ofendir estante bagunçar demais pra tirar foto concordo contigo tão bonito,0
tô c mt sdd vc tb,0
site saraivo tá carregar tão mal aqui aa mpn bts btsarmy,0
fiquei esperar beijo,0
ai mika nao fazer chorar hora de esse deu cer amo Mtttttttttttttttttttttttttt linda maravilhoso,0
Gent vamo lá got7lullaby 갓세븐lullaby6시공개 갓세븐⁠ ⁠⁠ ⁠ presentyou⁠ ⁠⁠ ⁠,0
ir comer qualquer coisa fazer bem,0
querer saber pq namorado odeia tanto,0
neni embora morrer saudade,0
mixer bugo n vo poder continuar live,0
querer tanto noção,0
acabar falar mau aumento calor poço seca,0
dever ter chance,0
amo bebê,0
vizinho dever pensar msm,0
tbm sair benzinhô tá conectar notebook desenho,0
ahhhhh desanimar vdd meio ano vida tar merda achar q ir sair merda graças deus passar ir dar tudo certo,0
verdade químico gostar eu,0
ir morrer sozinho caralho,0
poxar pai Lucio castro morrer,0
abandonar cachorrinho pequeno aqui frente casa bichinho tremer fome,0
hahahahaha exatamenteee ficar difícil defender vir tao bem recomendado,0
mt Bobinha to triste,0
achar fake News tmz monte famoso falar sobre morte acreditar,0
s loirinha pra sempre saudade diario,0
agora to fome nao chegar,0
qzer sorvete açaí,0
nunca elogio,0
apronto tá cansado,0
mano situação onde sinto impotente poder ajudar gostar pouco rt ta dar,0
sinto mt quadro 1 minuto fim mundo macaco ver vários vídeo aleatório aí fiz strawpoll 30 vídeo q ver fiquei top 5 xd,0
bom demais zerei 3 2 1 zerei chorar raiva 2 marcar trilha sonoro bom história bacano gráfico linr corrida totalmente scriptar personagem hehe triste quase ninguém lembrar de esse jogo,0
asmr resolver,0
ruan sair cama 730 manhã desde então consigo dormir,0
tô querer viciar algum seriado achar nenhum interessante ponto prender atenção,0
querer ser padrinho,0
sair devastar rejane,0
tristeza ester passar todo isso coisa sento dois povo,0
saber força,0
pensar pessoa morto,0
n culpa gt,0
tão mundo,0
n consegui responder hora celular ta desligar sozinho busca escola p gente ver linda,0
mae ta atiçar comer hamburguer,0
uai pra estar arrumei aqui agora tá liberado poder mandar info hoje deposito lt3,0
ai verdade vo tentar próximo vez senhor vc peper,0
vc n amar acabar ne so querer mostrar nude,0
vc falar,0
ah ir emboraaaaaaa,0
tristeza dar jogo bugar,0
como2 hora menos,0
estudar igual cadelinhar desde cedo,0
bts perdoa amanhã aula cedo,0
diretor luna filme hoje festival tá aqui fac acabar mostrar trecho filme dar trigger Warning aqui filme sobre suicídio atrelar machismo,0
tô triste porque irmã embuste pegar chapéu bem hora passeio agora saber onde deixar,0
bater vontade ter passar intercâmbio,0
tentar agora parecer acabar ficar 96 em este opção,0
estômago tá doer dnv,0
to muito dor garganto,0
querer ir ver filme anavitor,0
nnc chegar dia q ir adotar cão vir rapir,0
relembrar eduardo Campos marielle morrer ironicamente apoiar pena morte tiro pra todo lado pra matar vagabur morrer pagar lingua menos mal triste saber episodior ir mudar opinião talvez piorar quadro pra,0
fazer design moda arreper pq nao querer to vontade 0 fazer tcc,0
peguei ar agora nao saber combo apanhei d uahuhauha sempre apanho hj apanhei,0
ta aqui grande porém pequeno vontade emagrecer economizar,0
triste pois ir jogar skin,0
smp hypo ver Alan jogar ir jogar n msm coisa,0
voto renovação ir pra ir pra ganhar votação achar dar tiro pé,0
dever ter fazer pedir,0
chuva dar tempo n desculpa done,0
força pra dois então tutiocionato potássio,0
ai gente ir atualizar au hoje tô tão mal achar ir,0
maioria pessoa n leem nome twitter pra ver pronuncia fico triste,0
ngm acreditar falo idade kkkkkkkk af,0
saudade amor levar p trabalho,0
de aqui um dia kk,0
deu tão fofo,0
né andar gajo aqui quase pedir ser violar rapariguitar ninguém fazer nada tanga gajo mm porco jr nojo,0
chuck arrumar pra sonho realzão parecer ser bom coisa Mundo,0
aparelho ta cortar bocar,0
mano n to acreditar em isso,0
ganhar segundo partida nunca pedir nada,0
ow bby poder tar aí fazer companhia just dont be sad,0
amo tanto,0
quanto gente pensar ta incomodar ser chato pessoa menos nois conseguir desenvolver conversa contar maldito Insegurança,0
sonho ganhar camisa mês setembro ficar difícil,0
gente votar eu nao celular,0
dia bom pra dormir cafunézinho em é,0
empolgar pra ouvir dolo youngjae ir ser ballad pegar hey hesitate call bottom trauma algo nunca escutamos vir autoria,0
ja falar pra ficar iludir assim eh iludir,0
so querer dancar funk,0
feio de isso ei saber precisar ficar lembrar,0
amigar 7h30 q abrir loja,0
acordo 6h todo dia fds,0
to ir abraçar pq de esse humilhaçao todo to precisar,0
noite n poder ano vir,0
interajar comigo Mande aqui perguntar sobre eu respor poder ser qualquer coisa desde desrespeitoso,0
dureza enfrentei 2011 perdi tio julho novembro perdi amigo,0
querer tanto namorar comigo amanhã,0
querer atençaaaaao alguém atenção ja q certo pessoa cof cof cof ta interessado fic q eu,0
ai raiva sp,0
passar fila bunda vez precisar pês vez kkkkk,0
kskkskskk idiota sdds,0
hoje aniversário vovô,0
vc direito iludir to sensível,0
aí tô mto triste notícia morte mr catra,0
jiminnn acariciar cabeça tae love Myself tae dar toquinho mão vsffff linr,0
cinesalar pq filme tão bom horário tão ruim,0
certeza cancelar parar assistir meio último temporada porque aguentar callie Personagem maia mitchell ir continuar poder sim ter grande chance ter ser cancelar infelizmente,0
ler sinto ser tão injustiçado pessoa tanto amar,0
fazer saber aqui sorocabo ver food truck abrir final semano,0
querer ir p rivo sabar ficar bem doido,0
caralhor amo tanto tô triste,0
combinem cena comigo semana porque último semana,0
ajudar lidar coisa,0
to emocionar,0
melhora bem cuidar,0
danielle Louis parecer ser amigo saber pq realmente gostar foto Louis epocar,0
nenhum regi,0
seven sabar deixar corte cabeça dor perdura hoje,0
tar c desejo goma tanto tempo fggg lt3,0
acreditar cancelar musical bebê,0
casa luzinho puteiro tinhaaar ai pifarar eh luzinha motel,0
nunca pensar q mãe defender alguém de esse tipo cara,0
querer saber dançar igual lagartim,0
Fofo achar pra comprar onde moro,0
eiaaaar olhar aí fazer ano dia 18 suspeitavo nada,0
deus ler entrevista diano ver descobrir overdose demi destruir demais,0
amigo ver nao poder dizer q supresa aff triste,0
gente ver longe q amigo q tar passar mal sumir em aquele hr de aí procurar dar pra ir lá dar oi,0
achar pesar muito sacanagem,0
acabar putario mc catra ir deixar saudade,0
pá tar fazer cirurgia cérebro saber tipo querer acreditar q verdade q violência solução nada ainda tempo político car fodo então né,0
vc q ta incomodar gt,0
pra mel bruna ter ir pra surpresa,0
aaaaar dever ter ir falar cmg,0
fico triste pq achar mamãe dar saber pra,0
querer tanto lembrar senha antigo twitter,0
preciso apagar tanto print ta google foto odeio achar coisa querer,0
querer q pouco amiga souber q finn amar água,0
to mano chuvir babando sexta,0
mano bater saudade pandoro,0
grande amor vido,0
preciso mudar termo trazer lembrança período lambança ladroagem 14 ano sacanagem,0
tumblr abrir,0
precisar ter incêndio proporção homérico pra atividade praticamente fim lucrativo bibliotecário arquivista museólogo receber algum atenção,0
raven n fazer favor,0
saudade,0
esqueci gravar conversa bial maisinha,0
querer fazer trança cabeloooo,0
to feliz ter recuperar conta agr data aniversário tá errar,0
desastrar,0
achar nunca chicletinho igual,0
ir dormir sozinha dps dois dia dormir luquinha,0
cantacomigo entrar jamilly sair jour tar torcer,0
comprar brisadeiro hora comer percebi deitadi cima,0
poxar ruim demais desistir procurar indicação bom médico pesquisa trabalho ver opinião achar vale pena tentar vc poder,0
tweetr,0
maldito amor sinto ti ta matar matar querer estar sempre contigo querer abraçar apenas ficar contigo querer falar sincero amo poder real to tão cansado tudo,0
poxaaa gnt provavelmente mutual ai querer tanto ter participar de esse época anon,0
agora dar beijinho,0
tô sensível abraca apertar,0
saber môzinho obrigar tá falar nada grave tô aceitar abraço assim,0
ir dois aaaa sim,0
juro tento chegar em esse lugar cedo infelizmente mão acordo cedo pagar dois passagem pra tentar diminuir percurso trânsito coopero cmg,0
todo plano ir pra viçoso arruinar celular morrer to fazer promo pra tentar erguer resto dinheiro faltar p´ra comprar novo,0
saudade primeiro ano if vários amigo info,0
ir pegar rãzinha pular,0
namorar eh coisa precioso de esse mundo,0
amo video,0
querer mora estar,0
olho tá inchar,0
bts merecer coisa bom mundo favor protejar todo protectbtsinfortworth,0
art eh tao nenezinho,0
querer colocar trança novo,0
sonho ver cantandoma infelizmente moro cidadezinhar longe aaaaao pena saber dia,0
série q querer ver lá,0
miga basear entrevisto sim reconheçar homofobico longe ir convencer contrário,0
dói bué garganto,0
atenção sufoco qd faltar bebé precisar mttttt atenção,0
ohr gente lembrar agora parar fumar,0
ir sentir tanto saudade mpn joaoguilherme,0
ficar ctg ir noite quase chamar pra sair sair anônimo,0
tao bonitinho ver jungkook paquerar jimin,0
sinto tao lixo depoiskkk eh desgastante principalmente dizer algo sobre lgbtq,0
noção ligar exatamente 10 clínica veterinario nenhum estar aberto conta feriado coração tá ficar despedaçar,0
saudade fofinha,0
jeno fazer tão feliz deixar tão triste fico tão emotivo querer deitar cama chorar porque deu querer poder dar abraço em ele saber la querer poder admirar longe incomodar dói tanto,0
sacooo amo mt btse,0
sdd celular,0
alguém tirar daq,0
decis estaba hermoso bar pôr,0
oportunidade ir conhecer,0
ir chorar querer ir,0
sim ver removível porém poder ter fazer numérico numérico broxei pesquisar parte pq jogo numérico hahaha setupr sonho sonho enquanto criar,0
bater iphone gastar imenso qmd q durar p resto vida,0
querer poder to ir trabalhar enfrentar chuva desejar sorte pra chegar lá toda molhar bjs,0
tirar tanto foto lindo,0
caralhor mané q,0
demais todo mundo esquecer aparentemente,0
querer show Melim Joinville,0
bom álbum 2015 parecer ontem lançar sdds,0
ahh bebê saudade anneee,0
dera estar paraiso,0
sedentarismo má alimentação estrer,0
todo dia apaixono vc ai sinto amo,0
gostar vídeo mal vídeo ir ser deletar,0
tweetr nao lacre murro simplesmente realidade lgbtq,0
hoje quebrar xícara tia fabiano querer juro serase n gostar eu,0
verdade moreno,0
poha agora caralho fazer jogo histório foda,0
camila ganhar aaaar vma,0
sim to tao mal,0
ir dormir preocupadíssimo rur eleição ta tomar tudo indicar dever ser nomear ir tomar poder infelizmente,0
querer ver beyoncé aguentar,0
to tao palavra q tristezar p futebol sujo imunda,0
voce amor vida todinha,0
horrível chegar ruivo pq preto antes enjoei fazer 1 ano tô ruivo querer mudar n saber pra cor pra chegar em esse laranjinha claro achar q q fazer shampoozada pra desbotar,0
ah vey imagem dar pra mandar,0
amo dois sorrisinho yujin fazer coraçãozinho mão seungyeon Bochechinha,0
comigo,0
agora tô chorar saudade trakino,0
fazer tanto tempo ir paraguai,0
odeio Musicaaa aaaa,0
querer ter ir ver desfile,0
pq n fazer nada demais,0
ir durar mt tempo,0
genthehans voz linda existir univeeso Deus csu to esperar pornisso ddddde q sair Magic shop vo explodir ee vsd vo explodir,0
acabar gente sair liderança migo,0
ai mimi sentimento,0
infelizmente nunca ver gabriel fandom tentar ajudar kjkjkjk kcaargentina cnco cncowner,0
marlower tá enorme foto Robert segurar aceito,0
tar assistir stori turnê ta linda querer ir pro show alguém levar namoral,0
hj ver dil catopês faltar lá miga,0
todo mundo ta deixar jo vacuo nao ngm ora covedar vo chroa,0
to saudade amigo namo,0
neneeeweeeeeee amo demais,0
adorar ter ver mau sentido parar assim,0
bom noite pra sentir febre dia todo hoje,0
ainda vc,0
tá mt bonito,0
vc perfeito dmser aaaaaaaar nao vc,0
tristeza lua tá bom culpa kkk,0
escola deixar usar telefone tbm prova querer ver lembrar matéria,0
qzer ter capacidade,0
saudade banho mar,0
de esse vez fazer dancinha jungkook seokjin todo show convidar especial momento Favsss,0
acabar ver cachorro ser atropelar,0
nao parte divertido dia tar ser responder pergunta,0
ai tbm querer aproximar tuma mandar dm,0
karla desistir eu ainda força ódio pois durmo avisar todo dia,0
querer querer oq quero poder ter triste kkj,0
saber es sentimento dever ser difícil passar,0
sim esperar q divulgação filme aqui vir,0
hoje poder ser Sab,0
passar mal doer pra ir embora de esse campus foda aulo dia todo hoje,0
ir votar marina ai querer mt cair bastante último ibope,0
mt bom ne,0
ai mano deixar tão triste puto vida anjo pq fazer,0
tar pensar nisso tbm,0
meto vida hahahahahaha querer,0
gente to tão angustiada minorio gente to mal felizmente nordeste salvar conseguir 2º turno honestamente chancer haddad ganhar tanto quanto dever,0
cedo p dizer amo,0
querer tanto conviver c pessoal baleal td ano ver meuuu,0
fofinha,0
sinto dizer,0
querer jaqueta florzinha,0
sugestão capa couro Jooheon monsta x chibi Jooheon vestir abelhir gente ir ter capa couro enquanto ir ter capa monsta x sim,0
saber aaaa fico enjoar mt fácil tbm,0
gente pessoo excelente português pq ajudar corrigir relatório,0
tão ruim thiago plantao ficar sozinha,0
tadinho anemmmm esperar parar doer,0
amigo n enter palavrear,0
conseguir baixar manooooooo sério fiquei 10h c baixar terminar,0
além ter música favorito júpiter gt,0
aaa querer ter acordar maia cedo pra poder ficar ler fanfic ate hora sair,0
aqui mt caro,0
semana f1,0
amigo ganhar ings pra betonada dizer ir dar irvoltar,0
precisar novo amigo motivo cansei,0
querer conseguir q la estudar,0
aaaaaa bebê precioso,0
Internet horrível,0
ai to mesmo,0
ai cacete Gabriel sair cirurgia tá voltar pra uti,0
certeza pessoo maravilhoso deixar ficar mau causa coisa assim ser difícil,0
deus tudo dói,0
mano eude pagar 40 conto p fazer trabalho saúde coletivo querer tanto dinheirinho Miguel chegar hj onda tá chamar tô tão cansar tão fdd querer dormir conchinha amorzinho,0
amigo tbm ah perar amigo,0
ir precisar doar Baby inclusive conhecer alguém avisar akka,0
carai po pesadelo horrível tô mal aaaaaaaaaaaaaaar,0
assim hyunjoon,0
amigo ir chorar todo vez q mandar mensagem lembrar vc nunca ir responder,0
patroo gostar ideia desculpa carol,0
gosta eu,0
tia mandar grupo família texto q começar “ meu voto acordo palavra doa doer ” final tá escrever “ ser bolsonaro 17 ” triste ler tão confundir demais coisa car,0
dois drama distinto abranger mesmo frustração,0
guentar sim baabrabr força gato,0
exatamente Deus tão triste olhar aí acabar ler acontecer fim mês aqui ilha cento oito,0
ir sair 20 real pra ir,0
msc,0
pé tá doer tanto,0
mano to muito vontade falar tudo to sentindo pra mãe hoje aí ir ficar castigo,0
querer ir escola hoje,0
amo dmser,0
hoje sossegor mãe macho cass,0
querer namoradinho,0
to tão chateado alfredo,0
querer razer huntsman presente,0
sinto mal tomar leite esqueço de isso todo vez tomo bater café Canela odio pq ser tão gostoso,0
tesouro perder ver haver precioso museu nacional,0
zé Ricardo perder todo confiança em ele logo terceiro jogo medo golear poder vir,0
favor mander vídeo engraçadinho pra eu querer sentir bem help,0
poxar logo agora ir começar assistir,0
tbm tô achar pena q ir ter cortar porque tá ponta dupla começar aparecer sempre q peçar pra cortar pontinha cortar logo 2 palmo,0
ai tristeza mano força pra,0
obrigado fada agora saber tô chocar morte sério pessoa famoso morrer causa droga deixar tão triste,0
ir tarde pra lá,0
achar carinho tudo deus ajude ainda arrumeir Kkkkkkkk hoje passar,0
bixo querer tanto serio titi,0
vida adulto,0
aí q sdd surfar ubu cm menina,0
tb n fazer,0
sempre mto atencioso td mundo meudeu amor tao lir perfeitoooooooooooogt,0
to medo começar novo fic ngm gostar,0
querer ter amizade usar metadinho afim fcseguindofcs,0
contra cap quase fico tbm,0
yoongi tao dark comparar outro pqp,0
perdi chaminha quase todo gente sad,0
fiquei bem triste agora acabar saber terremoto forte venezuela povo lá sofrer bastante,0
ar tão carente carinho,0
possível manooooo pqp,0
acreditar tô ler brazil em esse tweet querer tanto ver jeup amo sinto poder ver querer tanto tanto tanto ver amo,0
scar tissue amo demais,0
eh linda demais,0
hoje feira eldorar,0
engano fazer porque tá namorar outro,0
tô tristir mander coisinha,0
n brinca coisa nao gt,0
pequeno incompleto talento inadequar caraca hoje ir ser looooongo dia,0
mentir ir trocar,0
um conta pessoal seguir ‘ s sigo em esse contar mood triste preocupado,0
ir gastar um 400 reia passagem ingresso hotel ainda lasquei,0
sinto avô,0
preocupar patron ir ficar sozinho tomar mor perto bem vindo familia dadour,0
jikook eh tão fofinho,0
anjinhar demais q deser mto bem saudade abracao to longe saber q pro q precisar poder contar cmg ne amo,0
yoongi sempre elogiar jimin,0
ai és tão tão fofinha lt3333,0
vc precioso dmser,0
ohhh lágrima solaire,0
ficar nada demais,0
querer ser alguém,0
responsabilidade editor colocar informação pra eu caracterizar propaganda enganoso,0
físico empolguei demais n querer,0
ai mano parecer ultimamente tá todo mundo ignorar,0
mano chegar notificação tar ir adotar gato vir seco pra fazer piadinha dar cara inb4,0
falar tanto infelizmente,0
família inteirar cozinha siper bem nao,0
acreditar passar tanto tempo crazy exgirlfiend aaaaaar série maravilhoso pena próximo temporada ir ser último,0
tô casa,0
ir ser 5 aninho,0
pai sempre dar parabéns chegar meia noite de esse vez nao dar domeu lado,0
gosto facto ser bonito suficiente,0
vcs q tar bugar parecer robô,0
sobrar 10 peça somente parede lugar estrutura governo povo fechar olho pra,0
ai sofri ninguém entender horrível,0
so ver sofri,0
yoon cal compor produzir junto deu céu,0
escutar música demi trazer paz aaa saudade nene,0
ohr amor tbm n dar nada dois primeiro eps sempre vejo sete qualquer série pra ter opnião formar kkkkkk anywayr n querer fazer vc fazer eu mor ver 5 voce ir deitar bem mal,0
ir ver quer em é,0
deixar dm abrir pfv,0
todo grande medo ficar desempregar pois saber poder comprar remédio mantinham ir sucumbir medo enlouquecer vez achar nunca jeito q fadar morte hoje trabalho estudo vida normal,0
totter líder hahahah,0
vc ta fazer comigo coração fraco ok,0
amo líder demais,0
pai quase avc,0
porobolemar 2 pq leninha tb,0
clima ta tenso,0
kkkkkkk vc chata legal vc acabar confirmar q chatar poxa kkkkk,0
conseguir dormir ja quase 3h manha querer ter ir ato quinto bom vista,0
querer ter acordar tarde,0
obaaaar basicamente indicação lugar pra ficar hotel pousar etc primeiramente tô concentrar ver ir chegar lá pq passagem tão absurdo kkk,0
chamar dm deixo vácuo aaaaaaa desculpa chamar,0
realmente tt ta política guerra partido xenofober muito outro merda ir dormir assistir algo q ganhar,0
anitter sair fanbase pq dizer chato fico triste acontecer,0
morrer achar dar veneno pra tô triste,0
vamo jogar Free fire junto jogo,0
gostar vídeo youtube sobre canal infelizmente más notícia ´,0
gente fico triste sexualização jovem sério,0
ih alar querer msm,0
sim vez pra mto difícil ter falar lidar tema dois semana atrás menina facul tentar jogar prédio chamar pra conversar saber ajudar outro tornar tudo tolerável,0
deitar celular jeitinho gatas deitar eu querer carinho rostinho triste to chorar verdade senhor amo gato querer fazer todo feliz,0
fur Affff amu tanto,0
esperar q tenho algum aula cmg,0
querer alguém de esse Jeep renegade,0
fazer vitimo sentir pena eu nota ei so fazer tudo errar problema,0
vei ngm ir comprar mine preciso dinheiro,0
estado psicológico jason narrado toa3 parte coração bichinho tar tão destruir dever ter ficar aula físico,0
vc tá ser bom pra se,0
mamae amar demais,0
ai to bem triste pq ja ideiar pra projeto fazer tempao tentar colocar pratica um tr vez nenhum dar certo dai agora eh pra amanha q fazer algo meio boca,0
saber triste ter acabar gids saber último evento pessoa importante pra eu,0
bem alegre ontem véspera feriado planejeir sair noite pra tomar suco cevado lembrar aula 2230 hs hj escapar,0
to sddsr bolo fanne,0
bicho so querer saber macete pra deixar pudim lisinho ficar bom pra caraio mt feio to bem tist,0
querer poder escolher real livro meio bleh cena tar conseguir imaginar,0
infelizmente querer ir,0
ai melhora pra elaaaa,0
n tanto lua escorpião,0
saber q achavo chata,0
mano banano safefood,0
sair casa fino ficar conta,0
rosi tá ir embora,0
chorar vc bom q qualquer q tentar derrubar,0
dsclp n poder ser palhaço pq medo n,0
querer tnt q mariana viesse p pé d eu sinto sozinhar aqui,0
mal,0
luca ir festa fiquei abandonar aqui aaao,0
ai ana vácuo saber kkkkk,0
he dormer hora,0
sério Kpoppers armys ir insta nicki minaj atacar xingando macaca coisa pq colaborar bt vcs pessoa horrível to mt mal agr pessoa representar armys pouco barbz desculpem,0
ai amigo to bem triste conseguir desbloquear outro conta,0
rever um prints antigo galeria reli todo prints conversa tweet foto enfim crush fiquei sorrir boba parecer q n mudei nada sentir mesmo sensação q sentir ver primeira vez fiquei definição chorir aaaaar sdd sdd,0
ano panic at the disco lollar,0
exatamente querer ler ir passar adiante bom vc lembrar gio estômagar pra ler sinceramente,0
poxar misery business tão legal peramore titi,0
cachorrir tá chorar,0
Real encontrei rua pedir pra tirar foto vc vc super gentil atencioso contar vários coisa engraçar,0
correio amor anônimo “ alo bb to saudade esperar gente poder ver logo “,0
comer lanche hj deixar repetir refrigerante tô triste vontade tomar refrigerante,0
amo harry demais,0
moral ir estudar to tanto ranço aguento ver live querer tirar dois bebê de ali saber dever tá aguentar maisssssss,0
amor rj,0
querer ter demorar tanto pra ver friends dever ter ver himym,0
princeso gwsn ir fazer live 3 hora manhã poder ficar acordar pq aula to mal,0
querer inscrever curso agora ignorar,0
poder ter ir lá hoje ver jogo,0
querer tempo pra fazer coisa gosto,0
sofrir bullying escolamal nn afetar nddeu apenas nn gosto aparêncianão gosto eu mesmanão saber explicar,0
agora realmente tô ir dormir aula cedo ah obrigar saber fazer pra agradecer,0
tar praça,0
alguém dizer tribalista ir fazer outro show Paulo amor Deus,0
bom ir pra academia manhã pena ir ver ex crush hoje,0
rip mr catra,0
amigar tá pegar tweet ver hora marcar pude responder dar muito vontade chorar ideia au bater lá fundo achar melancolicamente lir,0
show monsta sortei numero pedir nao ingresso sero vao fazer burrada show day6 sim preocupado anjo,0
pensar em esse assunto trazer péssima lembrança desculpa fazer,0
alguém juntar caquinho,0
elfo voltar,0
1 me ja to mt triste,0
dólar subir r416 0950,0
cabelo mal chegar metade costa querer cortar todo dnv ja,0
dormir 7hr,0
ai to mto triste thaty,0
nao pode esquecer bro,0
ai mano hoje cair ficha christinar grimmie morrer,0
fiquei mt mal amg tadinho,0
saber q richier agora parem história,0
sim mano eraaaaaaaaaa fazer então ok kkkkkkkkkkkkkkkkk,0
querer ir p aula aaah,0
amo gatar,0
bom porque muito coisa ficar último hora,0
vir p cá querer morar gramar pq achar linda demais cidade never,0
bb chorar ah ano afazenda10,0
sofrer tao ruim tai nao aguento machucar coracaozinho gente fazer bem fazer mal tambem Woman ha need to contemplativo tweet,0
laluh xandico amo demais sinto muito saudade ti irmao manhã encher saco fazer piada ruim cheiroso bonito hihihi tois anjinhar,0
poxar q triste querer ver,0
fiz pra,0
tô Padaria tomar café nenê,0
odeio ver pessoa mal poder fazer nada,0
achar Deus poder fazer outro igualzinho pra dar achar em é,0
ontem querer embora,0
tá vontade namorar namorario todo mundo falar presto tirar próprio conclusão boco outro rs,0
q dor cabeça,0
saudade teclado,0
fazer tempo aparecer opção tanto celular quanto computador,0
simm livro sao bom precisar ser extinto mt gastar papel,0
linda jeito gostar acreditar em isso vlw,0
l casa Las flor decepcionar apenas coisa ok,0
aaaaaaaaaaar querer estar aí,0
passar transição capilar tao dificil,0
gente sobrinho sumir precisa cuidado especial pessoal goiânia aparecir dar rt gentileza contato foto irmão poder falar comigo souber algum informação 62981559405,0
ainda começar aula so to pensar sair pra comprar comido,0
nathalia roubar prima,0
porrar amo demais vc parecer tanto amor vida,0
almoçar poxa vamo parque laje fds,0
achar voce ir falar sobre amor eu,0
liberar episódio Meteorgarden,0
to triste ter ter show completo nothing but thieve querer voltem logo,0
exagerar sim tratar shawn prezo bem estar segurança to bem nervoso,0
síndrome storie sempre achar q to ser desnecessário ridícula posto algum storie,0
amanha voltar pro Brasil to feliz ver papai mamãe triste pq férias acabar dinda ir ficar,0
chamer dois enzo valentino outro,0
gengivar tá inflamado dor af,0
ruimmm querer dar abraço pessoo gostar poder,0
agora deixar animar pra nada,0
cabelo tá tão macio querer alguir pra fazer cafune eu sentir macio tbm,0
to louco pra soltar som novossss,0
ciência esperar pouco dois,0
esperar voltar cá logo amor ir gastar dinheiro sentindo ir vir amo tanto tar contar dia pra abraçar,0
aniversario querer ter 1 aula mater junto amigo half of my heart is in mater,0
querer ir pra porto logo ver neném abraçar poder ir ser difícil ver crescimento pertinho,0
música sair cabeça em esse momento mansão thug Stronda,0
celular tan lentodio mioooor,0
aceitar tanto,0
vc terminar comigo indiretamente,0
hahaha ir pra edmonton infelizmente longe toronto pra onde vaiestá,0
to cash momento,0
mulher coração,0
meldelzr querer ser mineiro pra votar em ele,0
aqui aparecer cupom expirar saber promoção acabar,0
tbmm ir falar pra gnt sair amanhã tarde massss né,0
puto parir menino ódio,0
ir ter ir bom sucesso aloner ok,0
pena reconhecemo tarde fato q precisar perder quase sempre pra reconhecer,0
querer ir pra praia,0
to chocar real Aaaaaa bosta to triste demais,0
aaaaar,0
ohr Minnizinha ficar triste,0
falar quase chorar ver,0
2138 domingo tô ligadonar cafeíno azer cafeíno ansiedade pra caralho porque muito cafeína,0
ohr obrigado msm assim sun,0
fico tão triste ver gente falar mal outro pessoa timeline porque sempre fico mente comentário pra eu saber fundo fazer sentido porque pessoa odeio,0
iti malio coisa fofa hoseok jungkook bebezinho dois aninho Idade vídeo prova mpn Btsarmy bts,0
tô bastante chatear hd pc nao querer ler todo musica projeto programa caminhar aaaah sinceramente ver,0
tudo ocorrer bem show hoje,0
ir viajar kao dar bom viagem,0
dilema todo santo dia,0
fazer parte ema sentir tão bem peno coisa acabar,0
bruno todo felizinho ganhar artist of the year ama ano passado bom tudo gravar video agradecer fã direto Brasil falar i love you guys more than anything,0
achar amiga saber centro umbandar ir começo ano falar bolso ir ganhar ir acontecer muito merda ir votar haddad tentar convencer algum familiar votar em ele embora esperançar,0
to zoando galerar poder comemorar vontade soltem foguete bicho gostar,0
pqq único pergunta recebo cc daily questions,0
ah poxa testar antes publicar funcionar,0
interior mucajaí,0
poxaaaaa tô fome almocei ir sair 1810,0
tô choroso hj animem,0
sério enrola ilude amigo mal,0
descanse paz liro,0
parecer prêmio the besta perder graça querer desmerecer modric título emocionante briga messi cr7,0
triste morte tão precoce mr catra,0
ninguém pra mandar foto fofa eric,0
nao encontrar ainda graça sentinelo lana condor eh gracinha,0
aaaaar anjooo obrigado amor mereço todo carinho,0
ai horrível pq parecer tá incomodar,0
to chorar mto querer fazer parte algo grande especial ter bom amigo de esse jeito,0
inder parin aq makatuloq,0
anão ir demorar demaaaaaal ir pedir hoje qlqr coisa ns sair pra comer sexta dnv,0
lá saber,0
anão aninhaaaar volta pro grupo pra gente conversar então,0
fazer 1816371 ano ninguém chamar pra role,0
tô bem tbmm achar q perder fts,0
achar mto pequeno pra usar algo ir perna,0
sinto pêsame Deus conforte todo família ir ficar tudo bem querer conversar precisar algo aqui anjinho,0
pls guys solo show in Paulo ily,0
ir sentir tanto falta hon,0
feliz estar chegar em ele porém triste ser último,0
achar youtube canal gringo sobre resgate doação filhote gato super Fofo to poder assistir porque gatar ouve filhote chorar começar ficar desesperado ja dois ninhada,0
